timestamp,system_time,machine_id,logical_clock,event_type,queue_length,message,vm_id,clock_rate,time_since_start,prev_lc,lc_jump
2025-02-27 18:23:31,1740698611.0,2,0,other,0,2025-02-27 18:23:31.f - M2 [LC:0] Initialized with clock rate 5 ticks/second,2,5,0.0,0.0,0.0
2025-02-27 18:23:31,1740698611.0,1,1,other,0,2025-02-27 18:23:31.f - M1 [LC:1] Started VM 1 with clock rate 4,1,4,0.0,0.0,0.0
2025-02-27 18:23:31,1740698611.0,1,1,internal,0,2025-02-27 18:23:31.f - M1 [LC:1] Internal event,1,4,0.0,1.0,0.0
2025-02-27 18:23:31,1740698611.0,1,0,other,0,2025-02-27 18:23:31.f - M1 [LC:0] Connected to VM 2 on port 10002,1,4,0.0,1.0,-1.0
2025-02-27 18:23:31,1740698611.0,1,0,other,0,2025-02-27 18:23:31.f - M1 [LC:0] Connected to VM 0 on port 10000,1,4,0.0,0.0,0.0
2025-02-27 18:23:31,1740698611.0,1,0,other,0,2025-02-27 18:23:31.f - M1 [LC:0] Initialized with clock rate 4 ticks/second,1,4,0.0,0.0,0.0
2025-02-27 18:23:31,1740698611.0,0,0,other,0,2025-02-27 18:23:31.f - M0 [LC:0] Initialized with clock rate 6 ticks/second,0,6,0.0,0.0,0.0
2025-02-27 18:23:31,1740698611.0,0,0,other,0,2025-02-27 18:23:31.f - M0 [LC:0] Connected to VM 1 on port 10001,0,6,0.0,0.0,0.0
2025-02-27 18:23:31,1740698611.0,0,0,other,0,2025-02-27 18:23:31.f - M0 [LC:0] Connected to VM 2 on port 10002,0,6,0.0,1.0,-1.0
2025-02-27 18:23:31,1740698611.0,0,1,internal,0,2025-02-27 18:23:31.f - M0 [LC:1] Internal event,0,6,0.0,1.0,0.0
2025-02-27 18:23:31,1740698611.0,0,2,internal,0,2025-02-27 18:23:31.f - M0 [LC:2] Internal event,0,6,0.0,4.0,-1.0
2025-02-27 18:23:31,1740698611.0,0,1,other,0,2025-02-27 18:23:31.f - M0 [LC:1] Started VM 0 with clock rate 6,0,6,0.0,0.0,0.0
2025-02-27 18:23:31,1740698611.0,2,1,other,0,2025-02-27 18:23:31.f - M2 [LC:1] Started VM 2 with clock rate 5,2,5,0.0,0.0,0.0
2025-02-27 18:23:31,1740698611.0,2,1,internal,0,2025-02-27 18:23:31.f - M2 [LC:1] Internal event,2,5,0.0,1.0,0.0
2025-02-27 18:23:31,1740698611.0,2,0,other,0,2025-02-27 18:23:31.f - M2 [LC:0] Connected to VM 1 on port 10001,2,5,0.0,1.0,-1.0
2025-02-27 18:23:31,1740698611.0,2,0,other,0,2025-02-27 18:23:31.f - M2 [LC:0] Connected to VM 0 on port 10000,2,5,0.0,0.0,0.0
2025-02-27 18:23:32,1740698612.0,1,4,receive,0,2025-02-27 18:23:32.f - M1 [LC:4] Received message. Queue length: 0,1,4,1.0,0.0,4.0
2025-02-27 18:23:32,1740698612.0,0,4,receive,0,2025-02-27 18:23:32.f - M0 [LC:4] Received message. Queue length: 0,0,6,1.0,3.0,2.0
2025-02-27 18:23:32,1740698612.0,0,5,internal,0,2025-02-27 18:23:32.f - M0 [LC:5] Internal event,0,6,1.0,5.0,3.0
2025-02-27 18:23:32,1740698612.0,0,6,internal,0,2025-02-27 18:23:32.f - M0 [LC:6] Internal event,0,6,1.0,14.0,-5.0
2025-02-27 18:23:32,1740698612.0,0,7,internal,0,2025-02-27 18:23:32.f - M0 [LC:7] Internal event,0,6,1.0,9.0,2.0
2025-02-27 18:23:32,1740698612.0,0,8,send_all,0,2025-02-27 18:23:32.f - M0 [LC:8] Sent messages to all VMs,0,6,1.0,8.0,4.0
2025-02-27 18:23:32,1740698612.0,1,3,receive,0,2025-02-27 18:23:32.f - M1 [LC:3] Received message. Queue length: 0,1,4,1.0,4.0,-1.0
2025-02-27 18:23:32,1740698612.0,0,3,receive,0,2025-02-27 18:23:32.f - M0 [LC:3] Received message. Queue length: 0,0,6,1.0,0.0,4.0
2025-02-27 18:23:32,1740698612.0,1,5,send_one,0,2025-02-27 18:23:32.f - M1 [LC:5] Sent message to VM 2,1,4,1.0,3.0,2.0
2025-02-27 18:23:32,1740698612.0,1,8,receive,0,2025-02-27 18:23:32.f - M1 [LC:8] Received message. Queue length: 0,1,4,1.0,5.0,3.0
2025-02-27 18:23:32,1740698612.0,2,6,receive,0,2025-02-27 18:23:32.f - M2 [LC:6] Received message. Queue length: 0,2,5,1.0,5.0,3.0
2025-02-27 18:23:32,1740698612.0,2,4,internal,0,2025-02-27 18:23:32.f - M2 [LC:4] Internal event,2,5,1.0,3.0,2.0
2025-02-27 18:23:32,1740698612.0,2,3,send_all,0,2025-02-27 18:23:32.f - M2 [LC:3] Sent messages to all VMs,2,5,1.0,0.0,4.0
2025-02-27 18:23:32,1740698612.0,2,2,send_all,0,2025-02-27 18:23:32.f - M2 [LC:2] Sent messages to all VMs,2,5,1.0,4.0,-1.0
2025-02-27 18:23:32,1740698612.0,2,7,send_one,0,2025-02-27 18:23:32.f - M2 [LC:7] Sent message to VM 1,2,5,1.0,14.0,-5.0
2025-02-27 18:23:33,1740698613.0,2,9,receive,0,2025-02-27 18:23:33.f - M2 [LC:9] Received message. Queue length: 0,2,5,2.0,9.0,2.0
